Batch_Size,TE_Threads_Per_Block,TE_Blocks,TE_Total_Threads,Time_Cost,Mean_CT,Mean_Deviation_CT,Mean_HT,Mean_Deviation_HT,TE_Upper_Thread_Limit
8284,8448,33,8448,,256.218800 ms,-1,30.929358 us,-1,70656
8285,8448,33,8448,,268.668600 ms,-1,32.428316 us,-1,70656
8286,8448,33,8448,,307.637000 ms,-1,37.127323 us,-1,70656
8287,8448,33,8448,,345.519300 ms,-1,41.694135 us,-1,70656
8288,8448,33,8448,,300.612400 ms,-1,36.270801 us,-1,70656
8289,8448,33,8448,,282.955900 ms,-1,34.136313 us,-1,70656
8290,8448,33,8448,,278.552900 ms,-1,33.601074 us,-1,70656
8291,8448,33,8448,,284.526100 ms,-1,34.317465 us,-1,70656
8292,8448,33,8448,,263.348800 ms,-1,31.759383 us,-1,70656
8293,8448,33,8448,,259.232500 ms,-1,31.259195 us,-1,70656
8294,8448,33,8448,,265.702600 ms,-1,32.035520 us,-1,70656
8295,8448,33,8448,,356.714000 ms,-1,43.003496 us,-1,70656
8296,8448,33,8448,,279.932800 ms,-1,33.743105 us,-1,70656
8297,8448,33,8448,,258.339900 ms,-1,31.136543 us,-1,70656
8298,8448,33,8448,,281.219600 ms,-1,33.890046 us,-1,70656
8299,8448,33,8448,,280.668000 ms,-1,33.819496 us,-1,70656
8300,8448,33,8448,,266.034600 ms,-1,32.052361 us,-1,70656
8301,8448,33,8448,,279.734200 ms,-1,33.698856 us,-1,70656
8302,8448,33,8448,,278.057600 ms,-1,33.492845 us,-1,70656
8303,8448,33,8448,,363.778600 ms,-1,43.812911 us,-1,70656
8304,8448,33,8448,,288.801200 ms,-1,34.778565 us,-1,70656
8305,8448,33,8448,,274.674600 ms,-1,33.073402 us,-1,70656
8306,8448,33,8448,,265.723800 ms,-1,31.991789 us,-1,70656
8307,8448,33,8448,,238.529800 ms,-1,28.714313 us,-1,70656
8308,8448,33,8448,,266.001200 ms,-1,32.017477 us,-1,70656
8309,8448,33,8448,,266.051800 ms,-1,32.019714 us,-1,70656
8310,8448,33,8448,,284.605300 ms,-1,34.248532 us,-1,70656
8311,8448,33,8448,,348.772600 ms,-1,41.965179 us,-1,70656
8312,8448,33,8448,,226.691800 ms,-1,27.272834 us,-1,70656
8313,8448,33,8448,,302.668700 ms,-1,36.409082 us,-1,70656
8314,8448,33,8448,,279.908800 ms,-1,33.667164 us,-1,70656
8315,8448,33,8448,,271.357900 ms,-1,32.634744 us,-1,70656
8316,8448,33,8448,,275.460500 ms,-1,33.124158 us,-1,70656
8317,8448,33,8448,,279.796600 ms,-1,33.641529 us,-1,70656
8318,8448,33,8448,,263.951100 ms,-1,31.732520 us,-1,70656
8319,8448,33,8448,,340.312100 ms,-1,40.907813 us,-1,70656
8320,8448,33,8448,,260.622900 ms,-1,31.324868 us,-1,70656
8321,8448,33,8448,,268.038600 ms,-1,32.212306 us,-1,70656
8322,8448,33,8448,,273.365500 ms,-1,32.848534 us,-1,70656
8323,8448,33,8448,,290.792100 ms,-1,34.938376 us,-1,70656
8324,8448,33,8448,,273.706500 ms,-1,32.881607 us,-1,70656
8325,8448,33,8448,,266.035400 ms,-1,31.956204 us,-1,70656
8326,8448,33,8448,,282.081400 ms,-1,33.879582 us,-1,70656
8327,8448,33,8448,,283.359800 ms,-1,34.029038 us,-1,70656
8328,8448,33,8448,,343.114000 ms,-1,41.200048 us,-1,70656
8329,8448,33,8448,,255.094700 ms,-1,30.627290 us,-1,70656
8330,8448,33,8448,,265.515700 ms,-1,31.874634 us,-1,70656
8331,8448,33,8448,,263.246600 ms,-1,31.598440 us,-1,70656
8332,8448,33,8448,,260.823900 ms,-1,31.303877 us,-1,70656
8333,8448,33,8448,,268.274300 ms,-1,32.194204 us,-1,70656
8334,8448,33,8448,,264.451500 ms,-1,31.731641 us,-1,70656
8335,8448,33,8448,,298.515600 ms,-1,35.814709 us,-1,70656
8336,8448,33,8448,,265.398000 ms,-1,31.837572 us,-1,70656
8337,8448,33,8448,,354.457900 ms,-1,42.516241 us,-1,70656
8338,8448,33,8448,,306.590600 ms,-1,36.770281 us,-1,70656
8339,8448,33,8448,,279.732100 ms,-1,33.545041 us,-1,70656
8340,8448,33,8448,,264.107100 ms,-1,31.667518 us,-1,70656
8341,8448,33,8448,,242.486200 ms,-1,29.071598 us,-1,70656
8342,8448,33,8448,,272.153300 ms,-1,32.624467 us,-1,70656
8343,8448,33,8448,,263.027200 ms,-1,31.526693 us,-1,70656
8344,8448,33,8448,,270.809600 ms,-1,32.455609 us,-1,70656
8345,8448,33,8448,,324.721200 ms,-1,38.912067 us,-1,70656
8346,8448,33,8448,,271.149000 ms,-1,32.488497 us,-1,70656
8347,8448,33,8448,,279.470900 ms,-1,33.481598 us,-1,70656
8348,8448,33,8448,,283.125300 ms,-1,33.915345 us,-1,70656
8349,8448,33,8448,,252.207000 ms,-1,30.208049 us,-1,70656
8350,8448,33,8448,,271.974800 ms,-1,32.571832 us,-1,70656
8351,8448,33,8448,,244.779300 ms,-1,29.311376 us,-1,70656
8352,8448,33,8448,,289.827200 ms,-1,34.701533 us,-1,70656
8353,8448,33,8448,,293.962200 ms,-1,35.192410 us,-1,70656
8354,8448,33,8448,,262.918500 ms,-1,31.472169 us,-1,70656
8355,8448,33,8448,,269.448300 ms,-1,32.249946 us,-1,70656
8356,8448,33,8448,,275.340400 ms,-1,32.951221 us,-1,70656
8357,8448,33,8448,,356.507300 ms,-1,42.659722 us,-1,70656
8358,8448,33,8448,,289.330100 ms,-1,34.617145 us,-1,70656
8359,8448,33,8448,,282.345000 ms,-1,33.777366 us,-1,70656
8360,8448,33,8448,,350.605300 ms,-1,41.938433 us,-1,70656
8361,8448,33,8448,,297.934100 ms,-1,35.633788 us,-1,70656
8362,8448,33,8448,,281.644900 ms,-1,33.681524 us,-1,70656
8363,8448,33,8448,,276.473200 ms,-1,33.059094 us,-1,70656
8364,8448,33,8448,,266.851500 ms,-1,31.904770 us,-1,70656
8365,8448,33,8448,,262.230400 ms,-1,31.348524 us,-1,70656
8366,8448,33,8448,,285.422900 ms,-1,34.117009 us,-1,70656
8367,8448,33,8448,,278.408400 ms,-1,33.274579 us,-1,70656
8368,8448,33,8448,,319.903600 ms,-1,38.229398 us,-1,70656
8369,8448,33,8448,,314.462700 ms,-1,37.574704 us,-1,70656
8370,8448,33,8448,,269.801100 ms,-1,32.234301 us,-1,70656
8371,8448,33,8448,,243.056100 ms,-1,29.035492 us,-1,70656
8372,8448,33,8448,,277.088000 ms,-1,33.096990 us,-1,70656
8373,8448,33,8448,,266.221200 ms,-1,31.795199 us,-1,70656
8374,8448,33,8448,,356.906800 ms,-1,42.620826 us,-1,70656
8375,8448,33,8448,,283.628000 ms,-1,33.866030 us,-1,70656
8376,8448,33,8448,,263.664700 ms,-1,31.478594 us,-1,70656
8377,8448,33,8448,,256.497200 ms,-1,30.619219 us,-1,70656
8378,8448,33,8448,,264.397600 ms,-1,31.558558 us,-1,70656
8379,8448,33,8448,,280.233900 ms,-1,33.444791 us,-1,70656
8380,8448,33,8448,,268.914000 ms,-1,32.089976 us,-1,70656
8381,8448,33,8448,,354.753500 ms,-1,42.328302 us,-1,70656
8382,8448,33,8448,,271.352800 ms,-1,32.373276 us,-1,70656
8383,8448,33,8448,,249.578200 ms,-1,29.771943 us,-1,70656
8384,8448,33,8448,,243.351500 ms,-1,29.025704 us,-1,70656
8385,8448,33,8448,,282.697900 ms,-1,33.714717 us,-1,70656
8386,8448,33,8448,,284.352100 ms,-1,33.907954 us,-1,70656
8387,8448,33,8448,,278.039400 ms,-1,33.151234 us,-1,70656
8388,8448,33,8448,,287.208500 ms,-1,34.240403 us,-1,70656
8389,8448,33,8448,,357.602700 ms,-1,42.627572 us,-1,70656
8390,8448,33,8448,,260.395700 ms,-1,31.036436 us,-1,70656
8391,8448,33,8448,,282.396200 ms,-1,33.654654 us,-1,70656
8392,8448,33,8448,,277.185100 ms,-1,33.029683 us,-1,70656
8393,8448,33,8448,,232.735800 ms,-1,27.729751 us,-1,70656
8394,8448,33,8448,,247.702900 ms,-1,29.509519 us,-1,70656
8395,8448,33,8448,,245.201500 ms,-1,29.208041 us,-1,70656
8396,8448,33,8448,,358.927400 ms,-1,42.749809 us,-1,70656
8397,8448,33,8448,,285.585600 ms,-1,34.010432 us,-1,70656
8398,8448,33,8448,,274.175100 ms,-1,32.647666 us,-1,70656
8399,8448,33,8448,,279.730300 ms,-1,33.305191 us,-1,70656
8400,8448,33,8448,,229.857100 ms,-1,27.363940 us,-1,70656
8401,8448,33,8448,,273.078300 ms,-1,32.505452 us,-1,70656
8402,8448,33,8448,,275.825900 ms,-1,32.828600 us,-1,70656
8403,8448,33,8448,,267.156100 ms,-1,31.792943 us,-1,70656
8404,8448,33,8448,,372.209800 ms,-1,44.289600 us,-1,70656
8405,8448,33,8448,,244.614100 ms,-1,29.103403 us,-1,70656
8406,8448,33,8448,,266.327700 ms,-1,31.683048 us,-1,70656
8407,8448,33,8448,,281.965900 ms,-1,33.539420 us,-1,70656
8408,8448,33,8448,,265.741700 ms,-1,31.605816 us,-1,70656
8409,8448,33,8448,,278.685200 ms,-1,33.141301 us,-1,70656
8410,8448,33,8448,,284.025700 ms,-1,33.772378 us,-1,70656
8411,8448,33,8448,,350.285800 ms,-1,41.646154 us,-1,70656
8412,8448,33,8448,,267.546600 ms,-1,31.805350 us,-1,70656
8413,8448,33,8448,,280.126900 ms,-1,33.296910 us,-1,70656
8414,8448,33,8448,,267.129300 ms,-1,31.748193 us,-1,70656
8415,8448,33,8448,,276.607400 ms,-1,32.870755 us,-1,70656
8416,8448,33,8448,,285.065400 ms,-1,33.871839 us,-1,70656
8417,8448,33,8448,,270.572100 ms,-1,32.145907 us,-1,70656
8418,8448,33,8448,,327.227900 ms,-1,38.872404 us,-1,70656
8419,8448,33,8448,,285.553200 ms,-1,33.917710 us,-1,70656
8420,8448,33,8448,,274.226800 ms,-1,32.568504 us,-1,70656
8421,8448,33,8448,,268.726800 ms,-1,31.911507 us,-1,70656
8422,8448,33,8448,,272.794200 ms,-1,32.390667 us,-1,70656
8423,8448,33,8448,,274.847100 ms,-1,32.630547 us,-1,70656
8424,8448,33,8448,,275.339600 ms,-1,32.685138 us,-1,70656
8425,8448,33,8448,,253.739300 ms,-1,30.117424 us,-1,70656
8426,8448,33,8448,,356.562200 ms,-1,42.316900 us,-1,70656
8427,8448,33,8448,,270.460800 ms,-1,32.094553 us,-1,70656
8428,8448,33,8448,,273.345900 ms,-1,32.433068 us,-1,70656
8429,8448,33,8448,,283.763400 ms,-1,33.665132 us,-1,70656
8430,8448,33,8448,,275.564500 ms,-1,32.688553 us,-1,70656
8431,8448,33,8448,,287.220000 ms,-1,34.067133 us,-1,70656
8432,8448,33,8448,,272.328400 ms,-1,32.297011 us,-1,70656
8433,8448,33,8448,,272.217300 ms,-1,32.280007 us,-1,70656
8434,8448,33,8448,,342.808600 ms,-1,40.646028 us,-1,70656
8435,8448,33,8448,,283.052900 ms,-1,33.556953 us,-1,70656
8436,8448,33,8448,,305.460300 ms,-1,36.209139 us,-1,70656
8437,8448,33,8448,,274.166200 ms,-1,32.495698 us,-1,70656
8438,8448,33,8448,,286.526300 ms,-1,33.956660 us,-1,70656
8439,8448,33,8448,,273.435700 ms,-1,32.401434 us,-1,70656
8440,8448,33,8448,,265.599200 ms,-1,31.469100 us,-1,70656
8441,8448,33,8448,,420.497400 ms,-1,49.816064 us,-1,70656
8442,8448,33,8448,,281.577800 ms,-1,33.354395 us,-1,70656
8443,8448,33,8448,,270.961400 ms,-1,32.093024 us,-1,70656
8444,8448,33,8448,,276.969800 ms,-1,32.800782 us,-1,70656
8445,8448,33,8448,,260.491000 ms,-1,30.845589 us,-1,70656
8446,8448,33,8448,,264.534900 ms,-1,31.320732 us,-1,70656
8447,8448,33,8448,,304.762000 ms,-1,36.079318 us,-1,70656
8448,8448,33,8448,,306.575400 ms,-1,36.289702 us,-1,70656
8449,8704,34,8704,,279.549400 ms,-1,33.086685 us,-1,70656
8450,8704,34,8704,,253.649200 ms,-1,30.017657 us,-1,70656
8451,8704,34,8704,,322.338900 ms,-1,38.142102 us,-1,70656
8452,8704,34,8704,,274.335300 ms,-1,32.458034 us,-1,70656
8453,8704,34,8704,,267.679300 ms,-1,31.666781 us,-1,70656
8454,8704,34,8704,,279.079200 ms,-1,33.011498 us,-1,70656
8455,8704,34,8704,,258.509700 ms,-1,30.574772 us,-1,70656
8456,8704,34,8704,,286.363800 ms,-1,33.865161 us,-1,70656
8457,8704,34,8704,,361.368900 ms,-1,42.730153 us,-1,70656
8458,8704,34,8704,,279.886300 ms,-1,33.091310 us,-1,70656
8459,8704,34,8704,,280.245000 ms,-1,33.129803 us,-1,70656
8460,8704,34,8704,,271.131800 ms,-1,32.048676 us,-1,70656
8461,8704,34,8704,,272.835000 ms,-1,32.246188 us,-1,70656
8462,8704,34,8704,,267.135900 ms,-1,31.568884 us,-1,70656
8463,8704,34,8704,,268.642700 ms,-1,31.743200 us,-1,70656
8464,8704,34,8704,,355.769500 ms,-1,42.033259 us,-1,70656
8465,8704,34,8704,,273.632900 ms,-1,32.325210 us,-1,70656
8466,8704,34,8704,,273.386400 ms,-1,32.292275 us,-1,70656
8467,8704,34,8704,,281.073000 ms,-1,33.196291 us,-1,70656
8468,8704,34,8704,,249.379300 ms,-1,29.449610 us,-1,70656
8469,8704,34,8704,,253.554700 ms,-1,29.939155 us,-1,70656
8470,8704,34,8704,,268.927200 ms,-1,31.750555 us,-1,70656
8471,8704,34,8704,,334.582200 ms,-1,39.497367 us,-1,70656
8472,8704,34,8704,,281.241500 ms,-1,33.196589 us,-1,70656
8473,8704,34,8704,,229.527000 ms,-1,27.089225 us,-1,70656
8474,8704,34,8704,,293.342600 ms,-1,34.616781 us,-1,70656
8475,8704,34,8704,,273.172300 ms,-1,32.232720 us,-1,70656
8476,8704,34,8704,,275.712300 ms,-1,32.528587 us,-1,70656
8477,8704,34,8704,,265.399200 ms,-1,31.308151 us,-1,70656
8478,8704,34,8704,,356.621100 ms,-1,42.064296 us,-1,70656
8479,8704,34,8704,,279.834900 ms,-1,33.003290 us,-1,70656
8480,8704,34,8704,,278.756000 ms,-1,32.872170 us,-1,70656
8481,8704,34,8704,,324.629300 ms,-1,38.277243 us,-1,70656
8482,8704,34,8704,,264.989200 ms,-1,31.241358 us,-1,70656
8483,8704,34,8704,,258.158700 ms,-1,30.432477 us,-1,70656
8484,8704,34,8704,,281.392900 ms,-1,33.167480 us,-1,70656
8485,8704,34,8704,,369.674500 ms,-1,43.568002 us,-1,70656
8486,8704,34,8704,,276.732600 ms,-1,32.610488 us,-1,70656
8487,8704,34,8704,,282.268800 ms,-1,33.258961 us,-1,70656
8488,8704,34,8704,,262.439900 ms,-1,30.918933 us,-1,70656
8489,8704,34,8704,,260.412200 ms,-1,30.676428 us,-1,70656
8490,8704,34,8704,,282.176200 ms,-1,33.236302 us,-1,70656
8491,8704,34,8704,,267.672900 ms,-1,31.524308 us,-1,70656
8492,8704,34,8704,,267.405800 ms,-1,31.489143 us,-1,70656
8493,8704,34,8704,,348.755900 ms,-1,41.063923 us,-1,70656
8494,8704,34,8704,,244.335200 ms,-1,28.765623 us,-1,70656
8495,8704,34,8704,,235.693300 ms,-1,27.744944 us,-1,70656
8496,8704,34,8704,,265.137500 ms,-1,31.207333 us,-1,70656
8497,8704,34,8704,,239.626400 ms,-1,28.201295 us,-1,70656
8498,8704,34,8704,,269.847600 ms,-1,31.754248 us,-1,70656
8499,8704,34,8704,,296.519900 ms,-1,34.888799 us,-1,70656
8500,8704,34,8704,,304.155200 ms,-1,35.782965 us,-1,70656
8501,8704,34,8704,,239.018700 ms,-1,28.116539 us,-1,70656
8502,8704,34,8704,,263.325800 ms,-1,30.972218 us,-1,70656
8503,8704,34,8704,,280.183600 ms,-1,32.951147 us,-1,70656
8504,8704,34,8704,,265.185200 ms,-1,31.183584 us,-1,70656
8505,8704,34,8704,,262.900300 ms,-1,30.911264 us,-1,70656
8506,8704,34,8704,,274.191400 ms,-1,32.235058 us,-1,70656
8507,8704,34,8704,,344.120800 ms,-1,40.451487 us,-1,70656
8508,8704,34,8704,,232.097700 ms,-1,27.279937 us,-1,70656
8509,8704,34,8704,,263.063400 ms,-1,30.915901 us,-1,70656
8510,8704,34,8704,,235.168300 ms,-1,27.634348 us,-1,70656
8511,8704,34,8704,,269.429100 ms,-1,31.656574 us,-1,70656
8512,8704,34,8704,,263.716000 ms,-1,30.981673 us,-1,70656
8513,8704,34,8704,,266.268600 ms,-1,31.277881 us,-1,70656
8514,8704,34,8704,,356.662400 ms,-1,41.891285 us,-1,70656
8515,8704,34,8704,,240.622200 ms,-1,28.258626 us,-1,70656
8516,8704,34,8704,,291.821400 ms,-1,34.267426 us,-1,70656
8517,8704,34,8704,,298.554900 ms,-1,35.053998 us,-1,70656
8518,8704,34,8704,,279.238300 ms,-1,32.782144 us,-1,70656
8519,8704,34,8704,,284.816800 ms,-1,33.433126 us,-1,70656
8520,8704,34,8704,,266.990400 ms,-1,31.336901 us,-1,70656
8521,8704,34,8704,,254.332200 ms,-1,29.847694 us,-1,70656
8522,8704,34,8704,,267.499000 ms,-1,31.389228 us,-1,70656
8523,8704,34,8704,,356.701000 ms,-1,41.851578 us,-1,70656
8524,8704,34,8704,,264.105800 ms,-1,30.983787 us,-1,70656
8525,8704,34,8704,,298.894400 ms,-1,35.060927 us,-1,70656
8526,8704,34,8704,,264.930500 ms,-1,31.073247 us,-1,70656
8527,8704,34,8704,,273.938200 ms,-1,32.125976 us,-1,70656
8528,8704,34,8704,,266.124900 ms,-1,31.206015 us,-1,70656
8529,8704,34,8704,,278.901600 ms,-1,32.700387 us,-1,70656
8530,8704,34,8704,,274.213800 ms,-1,32.146987 us,-1,70656
8531,8704,34,8704,,289.391300 ms,-1,33.922319 us,-1,70656
8532,8704,34,8704,,361.850900 ms,-1,42.411029 us,-1,70656
8533,8704,34,8704,,266.697500 ms,-1,31.254834 us,-1,70656
8534,8704,34,8704,,297.926900 ms,-1,34.910581 us,-1,70656
8535,8704,34,8704,,268.866600 ms,-1,31.501652 us,-1,70656
8536,8704,34,8704,,273.775700 ms,-1,32.073067 us,-1,70656
8537,8704,34,8704,,263.829100 ms,-1,30.904194 us,-1,70656
8538,8704,34,8704,,279.053300 ms,-1,32.683685 us,-1,70656
8539,8704,34,8704,,260.868500 ms,-1,30.550240 us,-1,70656
8540,8704,34,8704,,329.608900 ms,-1,38.595890 us,-1,70656
8541,8704,34,8704,,280.953500 ms,-1,32.894684 us,-1,70656
8542,8704,34,8704,,275.739300 ms,-1,32.280414 us,-1,70656
8543,8704,34,8704,,263.247700 ms,-1,30.814433 us,-1,70656
8544,8704,34,8704,,298.084700 ms,-1,34.888191 us,-1,70656
8545,8704,34,8704,,266.880600 ms,-1,31.232370 us,-1,70656
8546,8704,34,8704,,240.233400 ms,-1,28.110625 us,-1,70656
8547,8704,34,8704,,267.140700 ms,-1,31.255493 us,-1,70656
8548,8704,34,8704,,298.336200 ms,-1,34.901287 us,-1,70656
8549,8704,34,8704,,262.106900 ms,-1,30.659364 us,-1,70656
8550,8704,34,8704,,263.191500 ms,-1,30.782632 us,-1,70656
8551,8704,34,8704,,276.351400 ms,-1,32.318021 us,-1,70656
8552,8704,34,8704,,269.612400 ms,-1,31.526239 us,-1,70656
8553,8704,34,8704,,276.717200 ms,-1,32.353233 us,-1,70656
8554,8704,34,8704,,281.815300 ms,-1,32.945441 us,-1,70656
8555,8704,34,8704,,262.059700 ms,-1,30.632344 us,-1,70656
8556,8704,34,8704,,347.736000 ms,-1,40.642356 us,-1,70656
8557,8704,34,8704,,274.674900 ms,-1,32.099439 us,-1,70656
8558,8704,34,8704,,265.983900 ms,-1,31.080147 us,-1,70656
8559,8704,34,8704,,277.994000 ms,-1,32.479729 us,-1,70656
8560,8704,34,8704,,280.419600 ms,-1,32.759299 us,-1,70656
8561,8704,34,8704,,267.978800 ms,-1,31.302278 us,-1,70656
8562,8704,34,8704,,267.385700 ms,-1,31.229351 us,-1,70656
8563,8704,34,8704,,286.804500 ms,-1,33.493460 us,-1,70656
8564,8704,34,8704,,363.993900 ms,-1,42.502791 us,-1,70656
8565,8704,34,8704,,283.696300 ms,-1,33.122744 us,-1,70656
8566,8704,34,8704,,277.386500 ms,-1,32.382267 us,-1,70656
8567,8704,34,8704,,269.091400 ms,-1,31.410225 us,-1,70656
8568,8704,34,8704,,235.106300 ms,-1,27.440044 us,-1,70656
8569,8704,34,8704,,245.129500 ms,-1,28.606547 us,-1,70656
8570,8704,34,8704,,267.959600 ms,-1,31.267165 us,-1,70656
8571,8704,34,8704,,275.646100 ms,-1,32.160320 us,-1,70656
8572,8704,34,8704,,262.719000 ms,-1,30.648507 us,-1,70656
8573,8704,34,8704,,343.639800 ms,-1,40.083961 us,-1,70656
8574,8704,34,8704,,278.848700 ms,-1,32.522592 us,-1,70656
8575,8704,34,8704,,262.368300 ms,-1,30.596886 us,-1,70656
8576,8704,34,8704,,301.143800 ms,-1,35.114715 us,-1,70656
8577,8704,34,8704,,276.715400 ms,-1,32.262493 us,-1,70656
8578,8704,34,8704,,261.275400 ms,-1,30.458778 us,-1,70656
8579,8704,34,8704,,267.446800 ms,-1,31.174589 us,-1,70656
8580,8704,34,8704,,274.052800 ms,-1,31.940886 us,-1,70656
8581,8704,34,8704,,265.082300 ms,-1,30.891773 us,-1,70656
8582,8704,34,8704,,280.475800 ms,-1,32.681869 us,-1,70656
8583,8704,34,8704,,282.088300 ms,-1,32.865933 us,-1,70656
8584,8704,34,8704,,271.904500 ms,-1,31.675734 us,-1,70656
8585,8704,34,8704,,310.573200 ms,-1,36.176261 us,-1,70656
8586,8704,34,8704,,265.850300 ms,-1,30.963231 us,-1,70656
8587,8704,34,8704,,319.092500 ms,-1,37.159951 us,-1,70656
8588,8704,34,8704,,302.735900 ms,-1,35.251036 us,-1,70656
8589,8704,34,8704,,267.020600 ms,-1,31.088672 us,-1,70656
8590,8704,34,8704,,263.109900 ms,-1,30.629790 us,-1,70656
8591,8704,34,8704,,281.556500 ms,-1,32.773426 us,-1,70656
8592,8704,34,8704,,276.722200 ms,-1,32.206960 us,-1,70656
8593,8704,34,8704,,261.376700 ms,-1,30.417398 us,-1,70656
8594,8704,34,8704,,362.456900 ms,-1,42.175576 us,-1,70656
8595,8704,34,8704,,297.940000 ms,-1,34.664340 us,-1,70656
8596,8704,34,8704,,271.771800 ms,-1,31.616077 us,-1,70656
8597,8704,34,8704,,261.373300 ms,-1,30.402850 us,-1,70656
8598,8704,34,8704,,287.401500 ms,-1,33.426553 us,-1,70656
8599,8704,34,8704,,255.836000 ms,-1,29.751832 us,-1,70656
8600,8704,34,8704,,292.784400 ms,-1,34.044698 us,-1,70656
8601,8704,34,8704,,281.332300 ms,-1,32.709255 us,-1,70656
8602,8704,34,8704,,321.983300 ms,-1,37.431214 us,-1,70656
8603,8704,34,8704,,362.354700 ms,-1,42.119575 us,-1,70656
8604,8704,34,8704,,285.264600 ms,-1,33.154881 us,-1,70656
8605,8704,34,8704,,263.672700 ms,-1,30.641801 us,-1,70656
8606,8704,34,8704,,285.205400 ms,-1,33.140297 us,-1,70656
8607,8704,34,8704,,317.115000 ms,-1,36.843848 us,-1,70656
8608,8704,34,8704,,281.493900 ms,-1,32.701429 us,-1,70656
8609,8704,34,8704,,301.783200 ms,-1,35.054385 us,-1,70656
8610,8704,34,8704,,346.085600 ms,-1,40.195772 us,-1,70656
8611,8704,34,8704,,274.605700 ms,-1,31.890106 us,-1,70656
8612,8704,34,8704,,308.542400 ms,-1,35.827032 us,-1,70656
8613,8704,34,8704,,273.600800 ms,-1,31.766028 us,-1,70656
8614,8704,34,8704,,255.888600 ms,-1,29.706130 us,-1,70656
8615,8704,34,8704,,288.670100 ms,-1,33.507847 us,-1,70656
8616,8704,34,8704,,365.443600 ms,-1,42.414531 us,-1,70656
8617,8704,34,8704,,273.932900 ms,-1,31.789822 us,-1,70656
8618,8704,34,8704,,280.618800 ms,-1,32.561940 us,-1,70656
8619,8704,34,8704,,286.114600 ms,-1,33.195800 us,-1,70656
8620,8704,34,8704,,262.713200 ms,-1,30.477169 us,-1,70656
8621,8704,34,8704,,264.241200 ms,-1,30.650876 us,-1,70656
8622,8704,34,8704,,254.190900 ms,-1,29.481663 us,-1,70656
8623,8704,34,8704,,342.444800 ms,-1,39.712954 us,-1,70656
8624,8704,34,8704,,268.007600 ms,-1,31.076948 us,-1,70656
8625,8704,34,8704,,271.652900 ms,-1,31.495988 us,-1,70656
8626,8704,34,8704,,318.960700 ms,-1,36.976664 us,-1,70656
8627,8704,34,8704,,278.039500 ms,-1,32.228990 us,-1,70656
8628,8704,34,8704,,262.373400 ms,-1,30.409527 us,-1,70656
8629,8704,34,8704,,263.919300 ms,-1,30.585155 us,-1,70656
8630,8704,34,8704,,363.156600 ms,-1,42.080718 us,-1,70656
8631,8704,34,8704,,270.827400 ms,-1,31.378450 us,-1,70656
8632,8704,34,8704,,282.154500 ms,-1,32.687037 us,-1,70656
8633,8704,34,8704,,228.407000 ms,-1,26.457431 us,-1,70656
8634,8704,34,8704,,277.967700 ms,-1,32.194545 us,-1,70656
8635,8704,34,8704,,243.897000 ms,-1,28.245165 us,-1,70656
8636,8704,34,8704,,240.312100 ms,-1,27.826783 us,-1,70656
8637,8704,34,8704,,324.699300 ms,-1,37.593991 us,-1,70656
8638,8704,34,8704,,261.107000 ms,-1,30.227715 us,-1,70656
8639,8704,34,8704,,256.148100 ms,-1,29.650203 us,-1,70656
8640,8704,34,8704,,233.164900 ms,-1,26.986678 us,-1,70656
8641,8704,34,8704,,282.047900 ms,-1,32.640655 us,-1,70656
8642,8704,34,8704,,286.223600 ms,-1,33.120065 us,-1,70656
8643,8704,34,8704,,277.273000 ms,-1,32.080643 us,-1,70656
8644,8704,34,8704,,284.283400 ms,-1,32.887945 us,-1,70656
8645,8704,34,8704,,360.753000 ms,-1,41.729670 us,-1,70656
8646,8704,34,8704,,267.010100 ms,-1,30.882501 us,-1,70656
8647,8704,34,8704,,267.739400 ms,-1,30.963270 us,-1,70656
8648,8704,34,8704,,240.327400 ms,-1,27.789940 us,-1,70656
8649,8704,34,8704,,264.791700 ms,-1,30.615297 us,-1,70656
8650,8704,34,8704,,270.228300 ms,-1,31.240266 us,-1,70656
8651,8704,34,8704,,235.515700 ms,-1,27.224101 us,-1,70656
8652,8704,34,8704,,359.765700 ms,-1,41.581796 us,-1,70656
8653,8704,34,8704,,281.512300 ms,-1,32.533491 us,-1,70656
8654,8704,34,8704,,271.043900 ms,-1,31.320072 us,-1,70656
8655,8704,34,8704,,270.093100 ms,-1,31.206597 us,-1,70656
8656,8704,34,8704,,275.523900 ms,-1,31.830395 us,-1,70656
8657,8704,34,8704,,272.573500 ms,-1,31.485907 us,-1,70656
8658,8704,34,8704,,243.942600 ms,-1,28.175398 us,-1,70656
8659,8704,34,8704,,263.331600 ms,-1,30.411318 us,-1,70656
8660,8704,34,8704,,277.119500 ms,-1,31.999942 us,-1,70656
8661,8704,34,8704,,291.679400 ms,-1,33.677335 us,-1,70656
8662,8704,34,8704,,269.168400 ms,-1,31.074625 us,-1,70656
8663,8704,34,8704,,265.614700 ms,-1,30.660822 us,-1,70656
8664,8704,34,8704,,265.461800 ms,-1,30.639635 us,-1,70656
8665,8704,34,8704,,276.828000 ms,-1,31.947836 us,-1,70656
8666,8704,34,8704,,283.190700 ms,-1,32.678364 us,-1,70656
8667,8704,34,8704,,265.609900 ms,-1,30.646117 us,-1,70656
8668,8704,34,8704,,237.631200 ms,-1,27.414767 us,-1,70656
8669,8704,34,8704,,322.615700 ms,-1,37.214869 us,-1,70656
